,GRADE,SCPUBPRI,DISTASSI,SCHRTSCHL,SSAMSC,SEGRADES,SEADPLCXX,SEREPEAT,SESUSOUT,SESUSPIN,SEEXPEL,CDOBMM,CDOBYY,CPLCBRTH,CMOVEAGE,CHISPAN,CAMIND,CASIAN,CBLACK,CPACI,CWHITE,CHISPRM,CSEX,CENGLPRG,DISABLTYX,DISBLTY2X,RACEETHN,RACEETH2,ZIP18PO2,ZIPBLHI2,ZIPLOCL,S16NUMST,S16PBPV,S16TYPE,AGE2015,target
2173,4,4,2,2,1,1,-1,2,2,2,2,11,2009,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,3,4,31,3,1,4,6,False
12034,5,4,1,2,1,2,-1,2,2,2,2,12,2007,1,-1,1,2,2,2,2,2,1,1,1,2,2,3,3,3,4,11,3,1,4,8,False
4908,6,4,1,2,2,1,-1,2,2,2,2,8,2007,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,1,22,2,1,4,8,False
13152,14,4,1,2,1,2,2,2,2,2,2,1,2000,2,2,1,2,2,2,2,1,2,2,2,2,2,3,3,1,4,21,5,1,4,15,False
12075,13,4,2,2,1,3,2,2,2,2,2,11,2000,1,-1,2,2,1,2,2,2,2,1,-1,2,2,4,4,2,3,11,4,1,4,15,False
2544,8,4,1,2,1,2,-1,2,2,2,2,6,2005,1,-1,1,2,2,2,2,1,2,1,-1,1,1,3,3,1,2,21,2,1,4,10,False
4482,10,4,1,2,2,1,-1,2,2,2,2,12,2002,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,3,12,4,1,4,13,False
10293,7,4,1,2,1,5,-1,2,2,2,2,3,2006,1,-1,1,2,2,2,2,1,2,2,-1,1,1,3,3,2,4,21,3,1,4,9,False
954,6,4,1,2,1,5,-1,2,2,2,2,9,2006,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,21,2,1,4,9,False
12212,13,4,1,2,1,2,2,2,2,2,2,1,2000,1,-1,2,2,1,2,2,2,2,1,-1,2,2,4,4,3,4,21,4,1,4,15,False
1208,14,4,1,2,1,2,2,2,2,2,2,12,1998,1,-1,1,2,2,2,2,1,2,1,2,2,2,3,3,3,4,21,4,1,4,17,False
13043,7,4,1,2,1,2,-1,2,2,2,2,9,2006,1,-1,1,2,2,2,2,1,2,2,-1,1,1,3,3,2,2,41,2,1,4,9,True
5409,10,4,1,2,1,2,-1,2,2,2,2,4,2003,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,2,21,2,1,4,12,False
6379,7,4,1,2,1,2,-1,2,2,2,2,4,2006,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,3,12,3,1,4,9,False
5245,13,4,1,2,1,2,1,2,2,2,1,6,2000,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,1,4,21,4,1,4,15,False
11321,6,3,-1,-1,1,2,-1,2,2,2,2,4,2007,1,-1,1,2,2,2,2,1,2,2,2,2,2,3,3,4,4,11,1,2,2,8,False
10195,4,4,1,2,1,5,-1,2,2,2,2,4,2009,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,1,23,3,1,4,6,False
1041,15,4,2,2,1,1,2,2,2,2,2,5,1998,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,1,22,3,1,4,17,False
12545,8,2,-1,-1,1,2,-1,2,2,2,2,12,2004,1,-1,2,2,2,1,2,2,2,1,-1,1,1,2,2,3,4,11,2,2,2,11,False
10837,13,1,-1,-1,1,2,2,1,2,2,2,9,2000,1,-1,2,2,1,2,2,2,2,1,-1,2,2,4,4,3,4,21,2,2,1,15,False
6304,14,4,1,2,1,3,2,2,2,2,2,6,1999,1,-1,2,2,2,2,2,1,2,2,-1,2,1,1,1,1,1,21,4,1,4,16,False
8588,9,4,2,2,1,1,-1,2,2,2,2,6,2004,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,3,4,12,3,1,4,11,False
8946,8,4,1,2,1,1,-1,2,2,2,2,10,2006,1,-1,1,2,2,2,2,2,1,1,2,2,2,3,3,3,4,11,3,1,4,9,False
2325,4,4,2,2,1,5,-1,2,2,2,2,6,2009,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,3,13,3,1,4,6,False
5038,15,4,2,2,1,1,1,2,2,2,2,7,1998,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,2,3,12,4,1,4,17,False
2559,7,4,1,2,1,1,-1,2,2,2,2,11,2005,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,3,3,21,3,1,4,10,False
8281,4,4,1,2,1,3,-1,2,2,2,2,3,2009,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,4,21,2,1,4,6,False
5554,8,4,1,2,1,1,-1,2,2,2,2,1,2005,1,-1,2,2,2,1,2,2,2,1,-1,2,1,2,2,1,3,22,3,1,4,10,False
13635,9,4,1,2,1,2,-1,2,2,2,2,5,2004,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,41,3,1,4,11,False
7594,4,4,1,2,1,5,-1,2,2,2,2,8,2008,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,3,3,11,2,1,4,7,False
6428,11,4,1,2,1,2,-1,2,1,1,2,7,2002,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,2,3,11,3,1,4,13,True
6798,2,4,1,2,1,5,-1,2,2,2,2,11,2009,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,1,1,21,3,1,4,6,False
13111,13,4,1,2,1,1,2,2,2,2,2,12,1999,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,1,41,2,1,4,16,False
2374,4,4,1,2,1,5,-1,2,2,2,2,2,2009,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,3,2,42,2,1,4,6,False
10140,4,4,1,2,1,5,-1,2,1,1,1,9,2009,3,4,2,2,1,2,2,2,2,2,-1,1,1,4,4,1,3,21,3,1,4,6,False
8288,12,4,1,2,1,1,2,2,2,2,2,10,2000,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,2,2,41,4,1,4,15,False
2665,6,4,1,2,1,5,-1,2,2,2,2,2,2007,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,3,21,2,1,4,8,False
3965,12,4,1,2,1,1,2,2,2,2,2,1,2001,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,21,5,1,4,14,False
2166,7,4,2,2,1,1,-1,2,2,2,2,8,2005,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,4,12,3,1,4,10,False
9832,12,4,1,2,1,4,2,2,2,2,2,8,2001,1,-1,1,2,1,2,1,1,2,2,-1,2,2,3,3,2,3,21,4,1,4,14,False
4473,14,4,1,2,1,2,2,1,1,1,2,7,1998,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,1,42,3,1,4,17,False
11735,12,4,1,2,1,2,2,2,2,2,2,1,2001,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,42,2,1,4,14,False
11836,6,4,1,2,1,3,-1,1,2,2,2,9,2006,1,-1,2,2,2,1,2,1,2,1,-1,2,2,4,5,3,4,21,3,1,4,9,False
5788,10,4,1,2,1,1,-1,2,2,2,2,7,2003,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,2,3,11,4,1,4,12,False
3371,5,4,2,2,1,5,-1,2,2,2,2,6,2008,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,2,3,11,2,1,4,7,False
4028,11,4,1,1,1,2,-1,2,2,2,2,9,2001,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,3,4,11,3,1,4,14,False
10981,10,3,-1,-1,1,5,-1,2,2,2,2,10,2003,1,-1,2,2,1,2,2,2,2,2,-1,2,2,4,4,3,2,32,1,2,3,12,False
4257,12,4,2,2,2,4,2,1,1,1,2,6,1999,1,-1,2,1,2,2,2,1,2,1,-1,2,2,4,5,1,2,41,4,1,4,16,False
9023,13,4,1,2,1,3,2,2,2,2,2,7,2000,3,2,1,2,2,2,2,1,2,1,2,2,2,3,3,4,4,21,4,1,4,15,False
10189,14,4,1,2,1,2,1,2,2,2,2,3,1999,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,1,21,5,1,4,16,False
5397,13,4,2,2,1,1,1,2,2,2,2,11,1999,1,-1,1,2,2,2,2,1,2,1,-1,2,2,3,3,2,3,11,5,1,4,16,False
1803,14,2,-1,-1,1,1,1,2,2,2,2,1,1999,1,-1,1,1,2,2,2,1,2,1,-1,1,1,3,3,2,2,42,3,2,2,16,False
12775,12,4,1,2,1,2,1,2,1,1,2,11,2001,1,-1,1,2,2,2,2,1,2,1,-1,2,2,3,3,3,3,21,4,1,4,14,False
13057,2,4,1,2,1,5,-1,2,2,2,2,6,2010,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,3,4,11,3,1,4,5,False
6837,13,4,1,2,1,4,1,2,2,2,2,7,2000,1,-1,2,2,2,2,2,1,2,1,2,1,1,1,1,2,1,23,4,1,4,15,False
2488,2,4,1,2,1,5,-1,2,2,2,2,8,2010,1,-1,2,2,1,2,2,1,2,2,-1,2,2,4,5,1,2,21,2,1,4,5,False
12485,2,4,1,2,1,1,-1,2,2,2,2,8,2010,3,3,2,2,2,2,2,1,2,1,2,2,2,1,1,2,3,21,2,1,4,5,False
3971,8,4,1,2,2,1,-1,2,2,2,2,5,2005,1,-1,1,2,2,2,2,1,2,1,-1,1,1,3,3,3,4,11,1,1,4,10,False
5030,6,4,1,2,1,3,-1,2,2,2,2,2,2007,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,4,4,21,3,1,4,8,False
7585,14,4,1,2,1,1,1,2,2,2,2,9,1999,1,-1,2,2,2,2,2,1,2,2,-1,2,1,1,1,2,1,21,3,1,4,16,False
10624,13,4,1,2,1,2,1,2,2,2,2,11,2000,1,-1,1,2,2,2,2,1,2,1,-1,2,2,3,3,4,4,21,5,1,4,15,False
9408,4,4,1,2,1,5,-1,2,1,2,2,11,2008,3,3,2,2,1,2,2,2,2,1,-1,2,1,4,4,1,2,11,2,1,4,7,False
9418,6,4,1,2,1,1,-1,2,2,2,2,6,2007,1,-1,2,2,1,2,2,2,2,1,-1,2,2,4,4,2,3,21,3,1,4,8,False
9886,8,4,1,2,1,3,-1,2,2,2,2,10,2004,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,1,3,21,2,1,4,11,False
7949,11,4,2,2,1,1,-1,2,2,2,2,9,2001,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,4,42,1,1,4,14,False
10784,8,4,2,2,1,1,-1,2,2,2,2,12,2005,1,-1,2,2,1,2,2,2,2,1,-1,2,2,4,4,3,4,41,3,1,4,10,False
651,2,4,1,2,1,5,-1,2,2,2,2,2,2010,1,-1,2,2,1,2,2,1,2,2,-1,1,1,4,5,1,3,21,2,1,4,5,False
9660,11,3,-1,-1,1,1,-1,2,2,2,2,2,2002,1,-1,2,2,2,1,2,2,2,2,-1,2,2,2,2,1,3,21,2,2,3,13,False
24,4,4,1,2,1,1,-1,2,2,2,2,5,2009,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,3,21,2,1,4,6,False
11268,6,4,1,2,1,2,-1,2,2,2,2,7,2007,1,-1,1,2,2,2,2,1,2,2,2,2,2,3,3,3,3,21,3,1,4,8,False
11731,10,1,-1,-1,1,2,-1,2,2,2,2,10,2002,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,1,21,2,2,1,13,False
3137,6,4,1,2,1,1,-1,2,2,2,2,3,2007,1,-1,2,2,2,2,2,1,2,1,2,2,2,1,1,3,3,21,2,1,4,8,False
5689,11,3,-1,-1,1,1,-1,2,2,2,2,6,2001,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,1,21,1,2,3,14,False
4318,11,4,1,2,1,1,-1,2,2,2,2,7,2002,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,3,22,2,1,4,13,False
13293,13,4,2,2,1,1,2,2,2,2,2,2,2000,1,-1,2,2,1,2,2,2,2,2,2,2,2,4,4,2,4,13,4,1,4,15,False
227,13,4,1,2,1,2,1,2,2,2,2,5,2000,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,1,1,21,4,1,4,15,False
3937,8,2,-1,-1,1,1,-1,2,2,2,2,2,2005,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,3,2,22,2,2,2,10,False
7622,10,4,1,2,1,1,-1,2,2,2,2,7,2003,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,21,4,1,4,12,False
10242,15,4,1,2,1,3,2,1,2,1,2,11,1996,1,-1,2,2,2,1,2,2,2,1,-1,1,1,2,2,2,3,21,4,1,4,19,False
9008,10,4,2,1,1,3,-1,1,2,2,2,7,2002,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,2,3,21,3,1,4,13,False
11756,7,4,1,2,1,5,-1,2,2,2,2,4,2006,1,-1,1,2,2,2,2,2,1,1,-1,2,2,3,3,1,3,21,2,1,4,9,False
5753,4,4,1,2,1,5,-1,2,2,2,2,2,2010,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,1,42,2,1,4,5,False
3180,12,4,1,2,1,1,1,2,2,2,2,7,2001,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,2,21,4,1,4,14,False
4631,11,4,1,2,1,1,-1,2,2,2,2,5,2002,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,4,3,12,3,1,4,13,False
4566,13,4,1,2,1,2,1,2,1,1,2,5,2001,1,-1,1,2,2,2,2,1,2,1,-1,1,1,3,3,3,3,11,4,1,4,14,False
11450,10,4,1,2,1,2,-1,2,2,2,2,11,2002,1,-1,1,2,2,2,2,1,2,1,-1,2,2,3,3,2,1,23,4,1,4,13,False
11424,12,4,1,2,1,2,2,2,2,2,2,9,2001,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,1,3,21,4,1,4,14,False
1229,6,4,2,2,1,5,-1,2,2,2,2,5,2007,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,4,4,11,3,1,4,8,False
12036,13,4,2,2,1,2,2,2,2,2,2,11,1999,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,1,21,3,1,4,16,False
13078,5,4,1,2,1,5,-1,2,2,2,2,8,2008,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,3,3,22,2,1,4,7,False
3476,14,4,1,2,1,1,1,2,2,2,2,11,1999,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,3,12,4,1,4,16,False
12808,6,2,-1,-1,1,2,-1,2,2,2,2,8,2007,1,-1,1,2,2,2,2,1,2,2,-1,2,1,3,3,1,2,41,3,2,2,8,False
5830,12,4,2,1,1,1,2,2,1,1,2,12,2000,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,3,3,21,3,1,4,15,False
7858,15,4,1,2,1,3,2,1,1,1,2,7,1998,1,-1,2,2,2,1,2,2,2,1,-1,2,1,2,2,2,3,21,4,1,4,17,False
6488,11,4,2,2,1,1,-1,2,2,2,2,11,2001,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,2,21,2,1,4,14,False
8533,9,1,-1,-1,1,2,-1,2,2,2,2,9,2004,3,10,2,2,1,2,2,2,2,2,2,2,2,4,4,3,4,11,2,2,1,11,False
12537,7,4,1,2,1,2,-1,2,2,2,2,9,2006,1,-1,1,2,2,1,2,2,2,2,-1,2,2,3,3,3,3,21,2,1,4,9,False
1216,7,4,1,1,1,1,-1,2,2,2,2,12,2006,1,-1,1,2,2,2,2,2,1,1,-1,2,2,3,3,1,3,13,2,1,4,9,False
13540,8,4,1,2,1,2,-1,2,2,2,2,1,2005,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,2,21,2,1,4,10,False
12855,7,4,1,2,1,2,-1,1,1,2,2,6,2006,1,-1,2,2,2,1,2,1,2,1,-1,1,1,4,5,3,2,23,2,1,4,9,False
6034,11,4,1,2,1,2,-1,2,2,2,2,8,2002,1,-1,2,2,1,2,2,2,2,1,-1,2,2,4,4,2,3,21,2,1,4,13,False
8304,7,4,1,2,1,2,-1,2,2,2,2,6,2006,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,2,23,3,1,4,9,False
9521,2,4,1,2,1,5,-1,2,2,2,2,8,2009,1,-1,2,2,1,2,2,1,2,2,-1,2,2,4,5,3,4,21,2,1,4,6,False
7294,14,4,1,2,1,3,2,2,1,1,2,7,1999,1,-1,2,2,1,2,2,1,2,1,-1,2,2,4,5,4,4,11,3,1,4,16,False
10321,5,4,1,2,1,1,-1,2,2,2,2,4,2008,1,-1,2,2,1,2,2,2,2,2,2,2,2,4,4,2,3,21,4,1,4,7,True
7449,5,4,1,2,1,5,-1,2,2,2,2,4,2008,1,-1,2,2,1,2,2,2,2,2,2,2,2,4,4,2,3,21,2,1,4,7,False
2918,11,4,1,2,1,1,-1,2,2,2,2,3,2002,1,-1,2,1,1,2,2,1,2,1,1,1,1,4,5,1,1,21,-2,1,4,13,False
1609,7,4,1,2,1,5,-1,2,2,2,2,9,2005,1,-1,2,2,1,2,2,2,2,2,-1,2,2,4,4,2,4,21,3,1,4,10,False
4786,4,3,-1,-1,1,5,-1,2,2,2,2,9,2009,1,-1,2,2,1,2,2,2,2,2,1,2,2,4,4,1,1,21,2,2,3,6,False
4705,14,1,-1,-1,1,1,1,2,2,2,2,6,1999,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,2,11,4,2,1,16,False
12267,6,4,1,2,1,2,-1,2,2,2,2,7,2008,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,1,43,2,1,4,7,False
7331,10,4,1,2,1,1,-1,2,2,2,2,11,2002,3,1,2,2,1,2,2,2,2,2,-1,2,2,4,4,1,1,41,1,1,4,13,False
13449,8,4,1,2,1,1,-1,2,2,2,2,2,2005,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,12,3,1,4,10,False
8823,8,4,2,2,1,3,-1,1,2,2,2,8,2004,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,2,3,11,3,1,4,11,False
2386,5,4,1,2,2,3,-1,2,2,2,2,12,2008,3,2,2,2,1,2,2,2,2,1,-1,1,1,4,4,3,4,21,3,1,4,7,False
6035,5,4,1,2,1,1,-1,2,2,2,2,7,2008,1,-1,2,2,1,2,2,2,2,2,1,2,2,4,4,1,2,11,3,1,4,7,False
1054,11,4,1,2,1,1,-1,2,2,2,2,8,2002,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,1,2,21,2,1,4,13,False
10107,8,4,1,2,1,3,-1,2,2,2,2,11,2004,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,3,3,12,2,1,4,11,False
1416,3,4,1,1,1,2,-1,2,2,1,2,3,2008,1,-1,2,2,2,1,2,2,2,2,-1,2,2,2,2,2,3,12,1,1,4,7,False
9199,11,1,-1,-1,1,2,-1,2,2,2,2,6,2002,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,3,4,22,1,2,1,13,False
6685,5,1,-1,-1,1,2,-1,2,2,2,2,4,2007,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,3,13,1,2,1,8,False
4174,10,4,1,2,1,1,-1,2,2,2,2,11,2003,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,42,1,1,4,12,False
8049,9,4,1,2,1,1,-1,2,2,2,2,9,2003,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,21,4,1,4,12,False
8545,9,4,2,1,1,1,-1,2,2,2,2,6,2004,1,-1,1,2,1,1,1,2,2,2,-1,2,2,3,3,2,3,12,1,1,4,11,False
4483,12,4,1,2,1,1,2,2,2,2,2,3,2001,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,3,21,4,1,4,14,False
6235,5,4,1,2,1,1,-1,2,2,2,2,11,2007,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,3,42,1,1,4,8,False
5319,11,4,2,2,1,1,-1,2,2,2,2,7,2002,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,1,41,1,1,4,13,False
347,13,4,1,2,1,1,2,2,2,2,2,6,2000,1,-1,1,1,2,2,2,1,2,2,-1,1,1,3,3,3,4,41,5,1,4,15,False
12248,11,4,2,2,1,5,-1,2,2,2,2,12,2001,3,5,1,2,2,2,2,2,1,1,1,2,2,3,3,4,4,13,3,1,4,14,False
13791,6,4,1,1,1,2,-1,2,2,2,2,4,2007,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,2,2,32,2,1,4,8,False
13341,11,4,1,2,1,1,-1,2,2,2,2,6,2001,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,3,21,5,1,4,14,False
9715,15,4,1,2,1,1,1,2,2,2,2,11,1997,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,3,41,4,1,4,18,False
1564,11,4,1,2,1,1,-1,2,2,2,2,1,2002,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,1,41,2,1,4,13,False
7910,9,4,2,2,1,5,-1,2,2,2,2,11,2004,1,-1,2,2,1,2,2,2,2,1,2,2,2,4,4,3,4,21,1,2,2,11,False
3334,9,1,-1,-1,1,1,-1,2,2,2,2,1,2005,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,2,21,2,2,1,10,False
7666,7,4,1,2,1,2,-1,2,2,2,2,6,2006,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,21,2,1,4,9,False
12168,11,4,1,2,1,2,-1,1,1,1,1,10,2000,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,3,11,2,2,3,15,True
5791,6,4,1,2,1,1,-1,2,2,2,2,5,2007,1,-1,2,2,2,1,2,1,2,2,-1,2,2,4,5,2,3,11,2,1,4,8,False
7503,10,4,2,2,1,1,-1,2,2,2,2,10,2002,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,3,22,3,1,4,13,False
1392,5,4,1,2,1,5,-1,2,2,2,2,9,2007,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,3,21,2,1,4,8,False
13628,9,4,1,2,1,4,-1,2,2,2,2,4,2004,1,-1,2,2,2,2,2,1,2,2,-1,2,1,1,1,1,3,21,4,1,4,11,False
11927,14,4,1,2,1,1,1,2,2,2,2,10,1998,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,1,1,21,4,1,4,17,False
2716,10,4,1,2,1,1,-1,2,2,2,2,3,2003,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,3,3,32,3,1,4,12,False
5007,15,4,2,2,1,2,1,2,2,2,2,5,1998,1,-1,1,2,2,1,2,1,2,2,-1,2,2,3,3,3,3,12,4,1,4,17,False
4387,8,4,1,2,2,1,-1,2,2,2,2,2,2004,1,-1,1,2,2,2,2,1,2,2,-1,1,1,3,3,1,3,42,3,1,4,11,False
1119,9,4,1,2,1,1,-1,2,2,2,2,12,2003,1,-1,1,2,2,2,2,1,2,2,2,2,2,3,3,2,3,11,2,1,4,12,False
13712,15,4,1,2,1,1,1,2,2,2,2,3,1998,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,3,21,4,1,4,17,True
6469,9,4,1,2,1,1,-1,2,2,2,2,6,2004,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,21,3,1,4,11,False
2457,13,4,1,2,1,1,2,2,2,2,2,8,2000,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,3,3,32,3,1,4,15,False
8328,12,4,1,2,1,2,2,2,2,2,2,3,2001,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,1,42,4,1,4,14,False
12189,2,4,1,2,1,5,-1,2,2,2,2,8,2010,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,42,1,1,4,5,False
7084,12,4,1,2,1,2,1,1,1,2,2,8,2000,3,14,2,2,1,2,2,2,2,2,1,2,2,4,4,1,2,41,5,1,4,15,False
7049,5,4,1,2,1,1,-1,2,2,2,2,3,2008,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,21,1,1,4,7,False
7848,15,4,1,2,1,1,1,2,1,1,1,3,1996,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,1,2,13,5,1,4,19,False
1885,13,4,1,2,1,2,1,2,2,2,2,6,2000,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,3,21,4,1,4,15,False
9771,14,4,1,2,1,2,2,2,2,2,2,9,2000,1,-1,2,2,2,1,2,1,2,1,-1,1,1,4,5,3,3,21,4,1,4,15,False
10010,14,4,1,2,1,3,2,2,2,2,2,1,1999,1,-1,2,1,2,2,2,1,2,2,-1,2,1,4,5,3,4,12,4,1,4,16,True
9244,12,1,-1,-1,1,3,2,2,1,2,2,12,2000,1,-1,2,2,1,2,2,1,2,1,-1,2,1,4,5,1,2,13,3,2,1,15,False
5880,15,4,2,2,1,2,2,2,2,2,2,8,1998,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,3,4,12,3,1,4,17,False
4312,5,4,1,2,1,5,-1,2,2,2,2,3,2008,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,21,2,1,4,7,False
4785,7,4,2,2,1,2,-1,2,2,2,2,10,2005,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,1,42,2,1,4,10,False
13384,12,3,-1,-1,1,3,2,1,1,1,2,6,1998,1,-1,2,2,2,1,2,2,2,1,-1,1,1,2,2,3,4,11,4,2,2,17,False
3396,15,4,1,2,1,1,1,2,2,2,2,3,1998,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,1,11,4,1,4,17,False
1808,4,4,2,2,1,1,-1,2,2,2,2,8,2009,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,3,4,11,2,1,4,6,False
3671,15,4,1,1,1,2,2,2,2,2,2,1,1998,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,2,42,1,1,4,17,False
13471,11,3,-1,-1,1,1,-1,2,2,2,2,2,2002,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,3,11,-9,2,-9,13,False
1247,13,4,1,2,1,2,2,2,2,2,2,4,2000,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,3,12,4,1,4,15,False
13402,15,4,2,2,1,4,2,2,2,2,2,8,1998,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,1,1,42,4,1,4,17,False
7452,10,4,2,1,1,1,-1,2,2,2,2,7,2003,3,2,1,2,2,2,2,1,2,1,2,2,2,3,3,1,3,11,3,1,4,12,False
3553,12,4,2,2,1,1,2,2,2,2,2,10,2001,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,2,2,41,2,1,4,14,False
1692,11,4,1,1,1,3,-1,2,2,2,2,4,2002,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,2,1,32,2,1,4,13,False
13371,13,4,1,2,1,1,1,2,2,2,2,4,2000,1,-1,1,2,2,2,2,1,2,1,-1,2,2,3,3,3,3,22,4,1,4,15,False
8383,10,4,1,2,1,1,-1,1,2,2,2,9,2002,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,1,3,41,4,1,4,13,False
7467,14,3,-1,-1,1,2,1,2,2,2,2,1,1999,3,12,1,2,2,2,2,1,2,2,2,2,2,3,3,2,4,12,2,2,2,16,False
